Pump pulses;Hypo. tank level;Chlorine setpoint;Dosing pump;UV percentage;Flow;Influent turbidity;Effluent turbidity;pH;Coagulant PPM
40.05;83.44;0.7;2;32.12;94.37;0.61;0.26;8.76;0
66.15;61.87;0.7;1;35.24;100.78;4.33;1.17;8.55;16.44
41.74;68.62;0.7;2;33.92;95.62;0.64;0.29;8.76;0
45.7;48.44;0.7;2;32.99;92.81;1.74;1.13;7.92;0
46.24;72.94;0.7;2;21.36;82.66;0.99;0.54;8.78;0
48.83;83.94;0.7;1;30.82;86.25;0.69;0.33;8.75;0
62.33;41;0.7;1;28.21;90.47;0.78;0.45;8.52;0
59.67;52.06;0.7;1;32.62;92.34;2.49;1.32;7.92;0
50.96;39.69;0.7;2;30.38;97.34;0.64;0.32;8.62;0
52.87;38.63;0.7;2;32.12;99.22;0.61;0.28;8.57;0
35.55;84.5;0.7;2;30.21;84.22;0.58;0.22;8.73;0
49.95;66.12;0.7;1;33.65;94.84;0.56;0.28;9.14;0
42.08;67.06;0.7;2;35.75;101.25;0.58;0.29;8.89;0
52.09;73.75;0.7;2;17.19;87.34;1.6;0.82;8.97;0
69.53;74.19;1;2;15.64;87.81;2.48;1.19;9.04;0
49.95;41.44;0.7;2;27.6;85.78;0.84;0.47;8.54;0
55.35;59.75;0.7;1;32.11;91.25;2;1.02;8.23;0
45.67;72.87;0.7;2;21.65;83.12;0.99;0.52;8.76;0
66.49;38.75;0.7;1;32;97.97;0.58;0.28;8.6;0
50.74;66.69;0.7;1;35.06;102.19;0.56;0.29;9.01;0
66.26;74.69;1;2;17.03;86.25;5.04;1.44;8.96;19.83
65.36;37.94;0.7;1;32.61;99.69;0.58;0.25;8.65;0
40.95;86.37;0.7;2;33.13;94.84;0.58;0.24;8.63;0
52.76;40;0.7;2;29.86;96.41;0.69;0.35;8.54;0
64.46;37.19;0.7;1;33.02;95.47;0.61;0.24;8.7;0
54.07;50.31;0.7;1;31.74;89.69;9.83;0.71;7.81;18.04
44.15;52.69;0.7;2;33.91;96.56;3.93;0.52;7.96;20.51
70.31;39.13;0.7;1;31.66;99.22;0.61;0.28;8.56;0
44.78;76;0.7;2;28.12;94.84;0.6;0.24;8.62;0
46.57;84.06;0.7;1;30.96;85.94;0.61;0.29;8.77;0
54;47.44;0.7;1;31.72;87.81;1.51;1.01;7.95;0
44.33;80.87;0.7;2;21.53;88.75;0.9;0.49;8.84;0
46.8;75.25;0.7;2;25.96;95.16;0.72;0.33;8.68;0
50.4;69;0.7;1;32.61;88.59;0.65;0.28;8.86;0
53.1;38.44;0.7;2;32.26;104.84;0.61;0.28;8.56;0
44.78;64.62;0.7;2;34.56;98.12;1.2;0.66;9.14;0
44.78;76.87;0.7;2;27.04;93.28;0.66;0.29;8.47;0
55.31;52.88;0.7;2;33.6;96.41;2.49;1.33;8.06;0
62.83;49.25;0.7;1;31.95;91.72;1.99;1.23;7.86;0
46.24;82.19;0.7;2;24.02;98.28;2.66;0.98;8.77;0
69.53;74.19;1;2;15.72;88.59;2.46;1.18;9.05;0
39.26;65.75;0.7;2;33.81;94.53;0.56;0.28;9.02;0
41.06;64.06;0.7;2;32;89.69;0.9;0.51;9.12;0
42.75;68.44;0.7;2;33.8;99.69;0.64;0.29;8.88;0
43.38;52.5;0.7;2;33.22;94.22;3.96;0.62;7.91;17.32
49.61;37.19;0.7;2;32.99;95.94;0.61;0.24;8.71;0
53.79;47.56;0.7;1;31.99;87.97;1.53;1.02;7.93;0
44.55;76.44;0.7;2;27.34;95.31;0.53;0.24;8.63;0
42.64;58.69;0.7;2;32.11;90.31;1.56;0.86;8.21;0
53.89;67.94;0.7;1;33.13;95.62;0.57;0.3;8.8;0
52.87;38.63;0.7;2;32.23;99.69;0.58;0.26;8.56;0
43.42;72.44;0.7;2;22.69;83.91;1.03;0.55;8.8;0
46.46;59.31;0.7;2;33.41;94.53;1.86;0.99;8.23;0
53.93;47.56;0.7;1;31.01;85.94;1.55;1.01;7.92;0
42.86;60.56;0.7;2;32.35;92.81;4.63;0.91;8.14;21
47.59;73.06;0.7;2;20.38;84.06;1.16;0.6;9.17;0
58.05;59.63;0.7;1;32.5;90.31;1.97;0.99;8.24;0
46.46;73.19;0.7;2;19.85;80.31;1.1;0.57;9.19;0
48.49;70.87;0.7;2;32.02;92.03;1.11;0.62;8.93;0
58.55;48.81;0.7;1;32.23;90;1.83;1.13;7.89;0
42.97;68.81;0.7;2;35.44;101.87;0.64;0.29;8.72;0
45.79;72.75;0.7;2;21.99;86.09;0.96;0.52;8.77;0
55.96;48.56;0.7;1;29.18;82.19;1.72;1.09;7.91;0
69.75;74.25;1;2;15.33;88.28;2.64;1.27;8.95;0
35.44;84.5;0.7;2;30.79;85.62;0.58;0.22;8.73;0
65.36;37.94;0.7;1;32.58;99.06;0.58;0.25;8.66;0
41.06;65.69;0.7;2;35.33;99.84;0.55;0.28;9.07;0
70.43;39.44;0.7;1;31.11;101.72;0.64;0.32;8.59;0
39.38;68.25;0.7;2;31.64;90.16;0.6;0.28;8.79;0
64.12;59.88;0.7;1;35.71;100.16;2.4;1.17;8.22;0
54.33;50.31;0.7;1;32;90.16;9.97;0.73;7.81;18.33
58.39;69.87;0.7;1;35.05;97.97;0.76;0.42;9.01;0
46.46;59.06;0.7;2;35.1;99.69;1.53;0.89;8.22;0
45.4;48.25;0.7;2;30.97;87.03;1.63;1.04;7.98;0
41.74;64;0.7;2;32.39;89.22;0.99;0.54;9.02;0
47.59;73.12;0.7;2;20.46;86.87;1.15;0.61;9.18;0
42.86;68.81;0.7;2;35.24;100.62;0.65;0.29;8.73;0
50.85;39.81;0.7;2;30.3;97.34;0.75;0.33;8.61;0
41.85;67.12;0.7;2;33.99;97.34;0.57;0.29;8.87;0
55.49;48.56;0.7;1;29.25;81.41;1.74;1.09;7.91;0
42.53;72.5;0.7;2;22.43;80.78;1.11;0.58;8.79;0
38.59;65.56;0.7;2;32.68;89.69;1.17;0.31;9.13;0
40.72;66;0.7;2;34.39;99.69;0.55;0.29;9.19;0
41.74;64;0.7;2;32.94;89.22;1.04;0.54;9.01;0
46.46;62.12;0.7;2;32.44;90.62;10.14;1.04;9.24;18.72
37.24;84.81;0.7;2;32.44;90.78;0.58;0.22;8.69;0
54.23;82.88;0.7;1;26.82;91.56;2.63;0.82;8.72;0
55.45;49.75;1;2;30.57;84.69;3.78;2.06;7.78;19.23
56.92;78.56;0.7;1;25.52;95.94;0.58;0.32;8.77;0
70.2;63;0.7;1;33.23;93.44;2.26;1.24;8.95;0
44.55;76.37;0.7;2;27.16;96.56;0.54;0.24;8.61;0
42.86;60.56;0.7;2;32.27;92.03;4.45;0.96;8.14;21.65
43.26;52.56;0.7;2;33.7;94.69;3.95;0.63;7.91;17.72
56.79;48.63;0.7;1;29.82;83.91;1.83;1.11;7.9;0
70.2;63.19;0.7;1;36.05;101.25;2.48;1.38;8.98;0
46.63;50.19;0.7;2;34.37;96.41;8.01;1.2;7.8;17.63
68.06;39.13;0.7;1;31.66;97.97;0.61;0.28;8.57;0
47.14;85.19;0.7;1;30.79;85.31;0.55;0.22;8.69;0
46.35;72.94;0.7;2;21.2;85.78;1.04;0.55;8.84;0
33.64;75.06;0.7;2;29.85;89.69;11.23;0.09;8.72;22.32
63.79;40.88;0.7;1;28.39;94.69;0.78;0.45;8.51;0
56.8;52.88;0.7;2;33.8;102.5;2.44;1.31;8.06;0
58.16;59.69;0.7;1;32.35;91.25;1.99;1.01;8.23;0
42.86;64.25;0.7;2;33.35;92.97;0.98;0.57;8.98;0
43.31;76.62;0.7;2;27.61;91.72;0.55;0.25;8.64;0
65.25;37.88;0.7;1;32.73;99.22;0.58;0.25;8.63;0
39.71;65.94;0.7;2;33.7;93.28;0.54;0.28;9.04;0
38.14;83.81;0.7;2;31.94;91.87;0.58;0.28;8.75;0
46.46;59.19;0.7;2;35;97.66;1.65;0.93;8.23;0
38.59;83.37;0.7;2;30.93;87.03;0.78;0.26;8.76;0
46.8;75.19;0.7;2;25.93;95.47;0.75;0.34;8.69;0
45.94;51.06;0.7;2;33.55;93.91;1.44;0.97;8;0
60.09;53.19;0.7;1;33.98;94.53;2.37;1.12;8.02;0
56.92;65;0.7;1;33.75;97.19;2.3;1.09;9.31;0
62.1;60.12;0.7;1;33.92;96.56;2.59;1.12;8.21;0
43.09;68.75;0.7;2;35.69;102.5;0.64;0.29;8.71;0
72.45;39.25;0.7;1;31.45;104.84;0.61;0.29;8.54;0
56.7;62.44;0.7;2;34.18;96.56;2.63;1.29;9.13;0
47.25;85.19;0.7;1;30.87;85.94;0.55;0.21;8.7;0
46.46;59.19;0.7;2;34.01;97.19;1.67;0.91;8.23;0
57.26;65;0.7;1;34.17;96.87;2.47;1.17;9.24;0
51.26;50.38;0.7;1;32.86;93.44;4.89;0.35;7.95;18.27
42.86;64.25;0.7;2;32.82;92.81;0.98;0.56;9.02;0
37.01;84.81;0.7;2;32;89.06;0.58;0.22;8.7;0
46.46;59.13;0.7;2;34.64;97.03;1.65;0.91;8.22;0
37.24;84.81;0.7;2;32.15;88.75;0.58;0.22;8.7;0
54.23;82.88;0.7;1;26.77;91.25;2.6;0.82;8.71;0
70.98;52.69;1;2;31.19;93.91;3.35;1.73;8.05;0
45.11;75.87;0.7;2;27.27;92.03;1.01;0.28;8.61;0
62.3;53.25;0.7;1;34.39;98.12;1.19;0.81;8.04;0
47.14;85.19;0.7;1;31.02;85.78;0.55;0.21;8.7;0
42.86;60.56;0.7;2;34.1;95.31;4.59;0.61;8.14;17.73
43.2;76.62;0.7;2;27.72;91.72;0.55;0.24;8.64;0
43.09;68.75;0.7;2;35.98;102.03;0.64;0.29;8.71;0
46.46;59.19;0.7;2;34.48;98.91;1.65;0.93;8.23;0
60.64;70;0.7;1;33.21;91.56;0.77;0.43;8.94;0
51.75;38.31;0.7;2;32.47;97.97;0.58;0.25;8.59;0
52.76;39.94;0.7;2;29.92;96.09;0.69;0.35;8.55;0
54.02;47.44;0.7;1;30.72;86.87;1.47;1.01;7.95;0
60.19;70;0.7;1;32.45;92.81;0.76;0.43;8.96;0
62.33;49.25;0.7;1;32.17;89.84;2.02;1.23;7.85;0
45.27;48.13;0.7;2;31.27;87.97;1.65;1.05;7.99;0
59.85;70;0.7;1;33.34;93.12;0.76;0.42;8.98;0
65.14;37.75;0.7;1;32.81;96.56;0.58;0.24;8.61;0
46.46;59.13;0.7;2;34.83;97.81;1.66;0.93;8.23;0
63.67;70.25;0.7;1;35.45;98.12;0.81;0.46;8.94;0
47.14;41.37;0.7;2;27.69;86.09;0.84;0.45;8.56;0
51.75;66.5;0.7;1;34.71;96.41;0.56;0.28;8.88;0
43.2;67.31;0.7;2;36.66;103.75;0.56;0.3;8.93;0
54.45;69.81;0.7;1;31.8;87.5;0.72;0.41;8.94;0
51.86;66.5;0.7;1;32.6;95.47;0.55;0.28;8.88;0
47.93;70.87;0.7;2;32.42;92.03;1.06;0.6;8.94;0
52.54;65.06;0.7;1;32.27;90.78;3.09;1.07;9.04;0
42.86;60.56;0.7;2;32.56;92.34;4.62;0.86;8.14;20.36
51.75;85.38;0.7;1;33.42;94.37;0.58;0.21;8.64;0
42.86;60.44;0.7;2;31.76;91.56;4.76;1.18;8.14;22.92
43.2;64.31;0.7;2;33.26;93.28;1.02;0.58;8.9;0
56.04;49.81;1;2;31.01;86.41;3.95;2.24;7.79;18.61
69.75;74.25;1;2;15.42;87.03;2.69;1.27;8.91;0
43.2;72.44;0.7;2;22.41;85.78;1.07;0.57;8.8;0
49.28;75.37;0.7;2;25.99;102.97;0.7;0.33;8.67;0
62.89;41.13;0.7;1;27.95;93.28;0.78;0.46;8.57;0
43.39;52.56;0.7;2;34.16;95.62;3.91;0.63;7.91;17.95
55.89;49.88;1;2;31.01;87.5;4.03;1.99;7.8;18.78
44.33;58.94;0.7;2;32.64;93.59;1.59;0.88;8.22;0
43.47;52.56;0.7;2;33.43;95.47;3.97;0.63;7.91;17.75
43.42;72.44;0.7;2;22.68;84.53;1.05;0.57;8.8;0
43.35;52.56;0.7;2;33.76;94.53;3.96;0.62;7.91;17.59
45.79;72.87;0.7;2;21.2;82.5;0.99;0.52;8.76;0
42.86;60.56;0.7;2;33.43;93.44;4.63;0.71;8.14;21.36
51.86;66.5;0.7;1;33.66;95.94;0.58;0.28;8.88;0
43.31;64.37;0.7;2;33.04;93.12;1.03;0.59;8.86;0
47.93;70.75;0.7;2;32.88;92.5;1.26;0.66;8.99;0
54.45;69.81;0.7;1;30.69;87.19;0.72;0.41;8.94;0
42.3;86.25;0.7;2;33.16;101.25;0.61;0.24;8.61;0
49.61;73.31;0.7;2;19;84.53;1.17;0.62;9.02;0
53.55;64.81;0.7;1;31.29;87.03;1.56;0.78;9.43;0
49.95;38.13;0.7;2;32.47;98.12;0.58;0.25;8.64;0
47.59;73.12;0.7;2;20.16;86.09;1.15;0.6;9.18;0
46.17;51;0.7;2;33.97;95.31;1.35;0.96;8;0
43.09;68.81;0.7;2;35.2;100.94;0.66;0.29;8.71;0
58.39;78.5;0.7;1;26.16;98.59;0.58;0.31;8.82;0
36.45;84.25;0.7;2;32.12;89.84;0.87;0.25;8.73;0
52.76;39.94;0.7;2;29.92;95.94;0.69;0.35;8.55;0
39.38;68.37;0.7;2;32.65;90.31;0.62;0.28;8.86;0
62.66;60.12;0.7;1;34.36;96.41;2.48;1.12;8.21;0
44.21;60.63;0.7;2;33.73;96.87;4.3;0.41;8.15;20.35
49.61;38;0.7;2;32.58;95.94;0.58;0.24;8.66;0
59.85;70;0.7;1;32.11;91.41;0.75;0.42;8.98;0
44.78;76.94;0.7;2;26.99;98.12;0.54;0.26;8.47;0
45.47;48.13;0.7;2;31.51;88.44;1.65;1.07;7.98;0
46.25;51.06;0.7;2;34.07;95.62;1.36;0.97;8;0
44.97;48.19;0.7;2;31.88;89.37;1.62;1.06;7.99;0
76.84;71.81;1;1;30.42;88.28;2.61;1.26;8.96;0
46.35;51.06;0.7;2;33.88;96.25;1.33;0.97;8.01;0
53.8;47.44;0.7;1;31.36;86.72;1.51;1.01;7.94;0
71.89;63.19;0.7;1;35.54;100.62;2.58;1.36;8.98;0
47.14;85.19;0.7;1;30.99;86.09;0.55;0.21;8.7;0
62.89;41.13;0.7;1;28.04;92.19;0.84;0.46;8.56;0
67.72;37.5;0.7;1;32.87;102.03;0.61;0.24;8.59;0
36.34;84.37;0.7;2;32;89.22;0.75;0.24;8.73;0
44.89;76.94;0.7;2;26.76;98.28;0.55;0.26;8.47;0
63.67;70.25;0.7;1;34.6;98.91;0.8;0.46;8.94;0
48.75;51.44;0.7;2;34.54;97.81;1.48;1.02;7.96;0
58.16;59.69;0.7;1;31.95;90.62;1.97;1;8.23;0
47.14;85.19;0.7;1;30.73;86.09;0.58;0.22;8.71;0
50.85;65.25;0.7;1;32.78;93.12;6.51;0.59;9.11;23.13
51.08;71.87;0.7;1;30.58;86.72;3.17;0.86;8.82;21.23
66.37;39.5;0.7;1;30.56;98.75;0.64;0.32;8.6;0
46.69;70.5;0.7;2;31.19;87.03;0.88;0.49;9.2;0
41.74;67.12;0.7;2;35.58;98.44;0.56;0.29;8.85;0
40.05;83.44;0.7;2;32.18;96.09;0.61;0.26;8.75;0
59.85;69.94;0.7;1;32.28;92.5;0.75;0.42;8.98;0
44.1;48.06;0.7;2;29.59;83.91;1.59;1.02;7.98;0
43.42;72.37;0.7;2;22.8;84.37;0.98;0.52;8.81;0
51.75;66.5;0.7;1;33.59;95.94;0.56;0.28;8.88;0
50.74;66.69;0.7;1;36.45;100.94;0.56;0.29;9.02;0
39.71;66.81;0.7;2;32.02;92.03;0.55;0.28;9.04;0
41.06;64.06;0.7;2;31.25;89.69;0.89;0.51;9.06;0
45.9;62.19;0.7;2;32.68;93.75;9.53;0.37;9.24;19.57
42.08;67.06;0.7;2;35.88;101.72;0.58;0.29;8.89;0
43.54;72.37;0.7;2;22.95;84.84;0.98;0.52;8.81;0
62.55;60.12;0.7;1;33.98;95.47;2.47;1.12;8.21;0
62.38;49.19;0.7;1;32.32;89.37;1.91;1.17;7.86;0
70.43;39.5;0.7;1;31.11;101.25;0.69;0.35;8.59;0
46.46;59.31;0.7;2;33.73;94.84;1.8;0.97;8.23;0
45.84;48.31;0.7;2;31.13;87.03;1.66;1.07;7.94;0
41.06;75.06;0.7;2;30.56;92.81;5.51;0.08;8.71;16.97
66.26;61.87;0.7;1;35.3;99.53;4.35;1.12;8.56;16.1
37.01;84.81;0.7;2;31.71;88.91;0.58;0.22;8.69;0
49.84;84.06;0.7;1;31.94;89.22;0.87;0.34;8.71;0
48.76;51.44;0.7;2;34.74;98.12;1.44;1.01;7.96;0
52.11;53;0.7;2;35.06;99.53;2.21;1.17;8.04;0
41.74;68.56;0.7;2;34.51;94.69;0.63;0.29;8.8;0
50.4;69.06;0.7;1;31.89;90;0.65;0.27;8.91;0
43.09;67.44;0.7;2;36.18;102.97;0.59;0.3;9.06;0
44.1;80.87;0.7;2;21.61;89.69;0.9;0.5;8.86;0
50.63;66.69;0.7;1;35.48;101.56;0.57;0.29;9.09;0
39.38;68.25;0.7;2;31.36;90.62;0.61;0.28;8.79;0
53.66;64.94;0.7;1;32.05;89.06;1.89;0.91;9.21;0
42.75;68.44;0.7;2;36.07;101.09;0.65;0.29;8.88;0
43.31;72.44;0.7;2;22.36;83.75;1.03;0.54;8.81;0
63.79;40.88;0.7;1;28.41;94.06;0.78;0.45;8.5;0
52.09;73.69;0.7;2;16.91;88.91;1.52;0.89;8.96;0
53.89;67.94;0.7;1;33.34;95.16;0.59;0.3;8.8;0
58.16;59.63;0.7;1;32.23;90.47;1.96;1.01;8.24;0
49.28;75.37;0.7;2;25.99;102.34;0.71;0.33;8.67;0
38.48;65.62;0.7;2;32.8;91.41;0.59;0.28;9.11;0
54.84;47.75;0.7;1;30.98;87.66;1.58;1.04;7.92;0
53.55;69.12;0.7;1;35.12;100.16;0.68;0.26;8.94;0
54.45;50.31;0.7;1;32.48;91.25;9.99;0.72;7.81;18.04
49.73;38;0.7;2;32.55;97.34;0.58;0.25;8.66;0
42.86;60.56;0.7;2;32.81;93.44;4.62;0.78;8.14;18.87
58.39;78.87;0.7;1;25.09;97.03;0.61;0.36;8.83;0
42.86;60.44;0.7;2;32.79;91.41;4.35;1.28;8.14;19.74
56.92;78.56;0.7;1;25.81;97.34;0.61;0.31;8.77;0
69.75;74.25;1;2;15.49;87.5;2.61;1.25;8.94;0
45.67;72.62;0.7;2;21.73;86.41;1.02;0.52;8.78;0
58.5;78.5;0.7;1;25.64;100.31;0.61;0.32;8.82;0
51.08;66.31;0.7;1;33.84;98.59;0.57;0.28;8.98;0
60.23;52.06;0.7;1;33.17;94.22;2.64;1.36;7.92;0
70.54;62.94;0.7;1;33.12;93.44;2.11;1.17;8.94;0
59.52;53.38;0.7;1;34.31;96.41;1.16;0.81;8.04;0
42.3;86.25;0.7;2;33.25;99.69;0.61;0.24;8.61;0
42.86;60.44;0.7;2;32.81;91.09;4.45;1.27;8.14;20.27
66.49;38.81;0.7;1;31.94;93.44;0.58;0.28;8.63;0
48.13;51.63;0.7;2;34.43;97.03;1.58;1.08;7.94;0
50.4;68.94;0.7;1;32.38;90.62;0.65;0.28;8.84;0
58.16;59.63;0.7;1;32.31;91.56;1.96;1;8.24;0
69.64;74.19;1;2;15.6;85.16;2.51;1.2;9.02;0
44.78;75.87;0.7;2;27.65;93.12;0.73;0.27;8.62;0
56.7;65;0.7;1;34.09;95.47;2.11;1.02;9.39;0
56.7;61.06;1;1;24.43;70.16;5.41;2.87;8.18;17.62
45.08;48.19;0.7;2;31.6;89.69;1.59;1.07;7.99;0
42.86;60.5;0.7;2;33.39;92.34;4.6;1.17;8.14;19.29
41.74;67.19;0.7;2;34.92;98.44;0.57;0.28;8.84;0
46.57;81;0.7;2;20.98;93.59;1.04;0.6;8.77;0
49.28;75.31;0.7;2;26.05;101.56;0.72;0.33;8.66;0
59.51;72.12;0.7;1;31.48;88.12;1.47;0.69;8.83;0
46.35;72.94;0.7;2;21.17;85.31;1.02;0.54;8.8;0
67.72;37.56;0.7;1;32.84;102.66;0.58;0.25;8.59;0
41.74;63.94;0.7;2;31.84;87.66;1.35;0.58;9.02;0
61.99;49.31;0.7;1;33.13;92.34;2.21;1.31;7.84;0.05
36.45;65.44;0.7;2;33.68;93.91;8.73;0.21;9.25;23.16
50.96;39.69;0.7;2;30.41;97.19;0.64;0.32;8.62;0
59.63;72.12;0.7;1;31.58;87.81;1.44;0.71;8.83;0
50.4;69;0.7;1;32.01;89.37;0.65;0.27;8.88;0
37.01;84.75;0.7;2;32.29;90.47;0.58;0.22;8.68;0
41.74;63.94;0.7;2;32.06;88.44;1.38;0.57;9.02;0
64.21;50.63;0.7;1;34.99;99.53;1.33;0.94;8;0
52.87;38.63;0.7;2;32.18;99.06;0.61;0.26;8.56;0
59.96;59.75;0.7;1;32.99;91.72;2.07;1.04;8.23;0
53.93;47.5;0.7;1;32.52;90.31;1.53;1.02;7.94;0
50.74;67.5;0.7;1;32.84;91.41;0.57;0.29;9.15;0
47.93;70.81;0.7;2;32.44;91.25;1.16;0.61;8.96;0
61.99;61.19;1;1;26.05;73.44;6.33;3.04;8.19;20.25
42.08;67;0.7;2;35.27;99.06;0.58;0.29;8.95;0
49.84;66.12;0.7;1;32.71;92.66;0.55;0.28;9.06;0
50.17;73.31;0.7;2;18.95;85.78;1.22;0.64;9;0
50.06;85.31;0.7;1;32.47;90.47;0.58;0.21;8.67;0
39.71;65.94;0.7;2;33.1;94.06;0.54;0.28;9.04;0
54.34;67.69;0.7;1;34.22;99.53;0.59;0.3;9.11;0
51.86;67.62;0.7;1;33.38;91.72;0.57;0.3;8.88;0
62.33;41;0.7;1;28.21;92.19;0.78;0.45;8.52;0
60.19;70;0.7;1;32.06;92.81;0.77;0.42;8.96;0
49.28;75.31;0.7;2;26.07;101.72;0.71;0.33;8.66;0
45.67;72.75;0.7;2;21.96;85.94;0.96;0.52;8.77;0
69.64;74.19;1;2;15.51;85.62;2.54;1.22;8.99;0
48.95;51.44;0.7;2;34.95;98.91;1.45;1.02;7.96;0
43.2;67.31;0.7;2;37.11;105.16;0.58;0.3;8.94;0
50.74;67.5;0.7;1;31.6;91.72;0.55;0.29;9.16;0
52.87;38.5;0.7;2;32.15;102.03;0.61;0.26;8.56;0
43.65;48.06;0.7;2;30.53;84.84;1.57;1.04;7.98;0
65.25;74;1;2;16.21;81.25;2.14;1.02;9.14;0
45.16;48.13;0.7;2;32.27;90;1.66;1.07;7.98;0
46.11;51.13;0.7;2;33.33;95;1.37;0.97;8.01;0
62.18;49.38;0.7;1;31.74;89.22;2.22;1.3;7.84;0
62.55;60.06;0.7;1;34.06;95.78;2.47;1.1;8.21;0
40.95;65.69;0.7;2;35.41;98.91;0.56;0.28;9.08;0
42.75;68.44;0.7;2;35.6;99.53;0.65;0.29;8.88;0
49.95;38.06;0.7;2;32.52;99.53;0.58;0.24;8.65;0
58.16;59.63;0.7;1;31.97;90.16;1.94;0.99;8.24;0
65.14;73.94;1;2;16.39;80.78;2.1;1.02;9.13;0
48.94;83.94;0.7;1;30.84;86.25;0.69;0.33;8.74;0
61.78;49.38;0.7;1;32.36;90.62;2.34;1.31;7.84;0
39.38;68.37;0.7;2;31.44;90.16;0.59;0.28;8.86;0
66.15;74.69;1;2;16.95;86.87;4.99;1.41;8.95;22.4
46.74;51.25;0.7;2;32.58;90.78;1.42;0.99;7.98;0
42.08;67.06;0.7;2;34.72;100.62;0.58;0.29;8.93;0
35.44;84.5;0.7;2;30.73;86.09;0.58;0.22;8.73;0
41.74;67.06;0.7;2;36.04;101.56;0.57;0.29;8.88;0
62.77;49.25;0.7;1;33.51;94.69;2;1.22;7.85;0
48.04;66.25;0.7;1;32.01;91.25;0.57;0.28;8.99;0
62.21;41;0.7;1;28.18;91.41;0.9;0.45;8.52;0
63.22;59.88;0.7;1;34.57;96.56;2.33;1.13;8.22;0
40.05;83.44;0.7;2;32.23;93.91;0.61;0.26;8.76;0
59.93;52.06;0.7;1;33.13;92.97;2.58;1.35;7.92;0
60.53;59.5;0.7;1;34.73;99.22;1.85;0.99;8.23;0
45.41;48.06;0.7;2;31.27;88.12;1.65;1.07;7.98;0
46.01;72.62;0.7;2;22.14;87.97;0.93;0.51;8.78;0
69.07;74.06;1;2;15.86;86.41;2.37;1.14;9.11;0
41.06;65.75;0.7;2;35.46;99.84;0.57;0.28;9.05;0
66.6;37.5;0.7;1;32.9;96.56;0.61;0.24;8.63;0
50.4;69;0.7;1;32.76;90.31;0.65;0.28;8.84;0
44.78;64.56;0.7;2;33.77;96.87;1.19;0.63;9.11;0
40.72;66;0.7;2;34.82;100.31;0.54;0.29;9.19;0
44.78;75.94;0.7;2;28.15;96.72;0.56;0.24;8.62;0
62.89;41.13;0.7;1;28.07;92.81;0.78;0.46;8.56;0
44.66;76.81;0.7;2;27.23;94.84;0.64;0.27;8.46;0
39.38;68.31;0.7;2;32.32;90.31;0.6;0.28;8.8;0
44.78;75.87;0.7;2;27.8;92.34;0.72;0.26;8.62;0
49.28;41.31;0.7;2;27.78;90.47;0.84;0.47;8.58;0
54.19;47.5;0.7;1;31.47;88.59;1.55;1.01;7.94;0
54.68;58.56;0.7;1;32.38;91.87;1.36;0.81;8.2;0
51.75;66.37;0.7;1;34.08;94.53;0.55;0.28;8.91;0
51.75;66.37;0.7;1;33.71;93.59;0.56;0.28;8.91;0
43.09;52.56;0.7;2;33.46;94.06;3.91;0.63;7.91;17.73
43.09;67.44;0.7;2;36.69;104.06;0.59;0.3;9.09;0
50.74;67.5;0.7;1;32.17;92.34;0.56;0.29;9.16;0
54.92;50.25;0.7;1;32.12;90.16;10.06;0.81;7.81;17.96
60.19;70;0.7;1;32.18;91.41;0.76;0.43;8.96;0
60.53;70.06;0.7;1;32.26;91.56;0.77;0.43;8.94;0
40.84;75.06;0.7;2;30.43;89.37;7.23;0.08;8.71;22.28
43.2;67.25;0.7;2;36.83;103.44;0.58;0.29;8.88;0
45.45;72.75;0.7;2;21.78;85.94;0.98;0.52;8.76;0
47.36;84;0.7;1;31.37;90.16;0.58;0.26;8.79;0
62.7;50.88;0.7;1;35.66;100.94;1.24;0.89;7.98;0
50.29;69;0.7;1;32.54;91.72;0.65;0.27;8.85;0
56.27;51.88;0.7;1;30.09;85.16;2.06;1.17;7.94;0
44.55;76.5;0.7;2;27.6;97.66;0.52;0.24;8.65;0
68.4;61.37;1;1;28.39;79.53;8.16;2.84;8.24;18.49
49.28;75.37;0.7;2;26.09;102.81;0.75;0.34;8.66;0
49.95;66.19;0.7;1;31.53;90.78;0.55;0.28;9.05;0
65.36;37.94;0.7;1;32.55;99.37;0.58;0.25;8.65;0
43.31;72.44;0.7;2;22.62;83.59;1.02;0.54;8.81;0
41.74;63.94;0.7;2;31.24;88.28;0.98;0.54;9.02;0
50.74;66.62;0.7;1;36.71;102.03;0.55;0.29;8.93;0
59.94;53.25;0.7;1;33.56;93.44;2.46;1.18;8.02;0
51.19;67.56;0.7;1;32.79;91.25;0.56;0.29;9.12;0
43.54;72.37;0.7;2;22.85;84.69;0.98;0.52;8.81;0
43.09;67.44;0.7;2;37.37;104.06;0.58;0.3;9.07;0
50.17;73.37;0.7;2;18.93;87.81;1.23;0.65;8.99;0
44.33;58.94;0.7;2;33.04;91.87;1.54;0.86;8.22;0
50.51;73.5;0.7;2;18.47;86.25;1.32;0.69;8.94;0
62.73;50.56;0.7;1;34.04;96.72;2.01;1.02;8.01;0
39.26;65.81;0.7;2;33.64;93.91;0.54;0.28;9.01;0
42.97;68.5;0.7;2;34.91;100.16;0.64;0.29;8.87;0
43.31;64.37;0.7;2;33.35;93.28;1.03;0.59;8.83;0
